year,month,zone,monthly_precip_mm
1986,8,Sahel,159.1
1986,9,Coastal,247.0
1986,9,Guinea Savanna,222.70000000000002
1986,9,Sahel,117.66666666666667
1986,10,Coastal,432.5
1986,10,Guinea Savanna,94.8
1986,10,Sahel,10.133333333333335
1986,11,Coastal,183.46666666666667
1986,11,Guinea Savanna,22.8
1986,11,Sahel,0.03333333333333333
1986,12,Coastal,27.433333333333334
1986,12,Guinea Savanna,0.0
1986,12,Sahel,0.0
1987,1,Coastal,29.366666666666664
1987,1,Guinea Savanna,0.0
1987,1,Sahel,0.0
1987,2,Coastal,120.16666666666667
1987,2,Guinea Savanna,10.133333333333335
1987,2,Sahel,0.0
1987,3,Coastal,215.63333333333335
1987,3,Guinea Savanna,61.53333333333334
1987,3,Sahel,0.8333333333333334
1987,4,Coastal,148.03333333333333
1987,4,Guinea Savanna,16.7
1987,4,Sahel,0.43333333333333335
1987,5,Coastal,258.3333333333333
1987,5,Guinea Savanna,82.36666666666667
1987,5,Sahel,19.333333333333332
1987,6,Coastal,315.53333333333336
1987,6,Guinea Savanna,267.26666666666665
1987,6,Sahel,65.0
1987,7,Coastal,302.8666666666667
1987,7,Guinea Savanna,216.9333333333333
1987,7,Sahel,95.73333333333333
1987,8,Coastal,336.7
1987,8,Guinea Savanna,327.43333333333334
1987,8,Sahel,171.33333333333334
1987,9,Coastal,298.8666666666667
1987,9,Guinea Savanna,244.4
1987,9,Sahel,79.76666666666667
1987,10,Coastal,320.06666666666666
1987,10,Guinea Savanna,103.83333333333333
1987,10,Sahel,16.666666666666668
1987,11,Coastal,138.33333333333334
1987,11,Guinea Savanna,0.43333333333333335
1987,11,Sahel,0.0
1987,12,Coastal,67.89999999999999
1987,12,Guinea Savanna,0.39999999999999997
1987,12,Sahel,0.0
1988,1,Coastal,61.93333333333334
1988,1,Guinea Savanna,3.4
1988,1,Sahel,0.0
1988,2,Coastal,73.03333333333333
1988,2,Guinea Savanna,11.633333333333333
1988,2,Sahel,0.0
1988,3,Coastal,208.26666666666665
1988,3,Guinea Savanna,31.066666666666666
1988,3,Sahel,0.0
1988,4,Coastal,285.0
1988,4,Guinea Savanna,110.36666666666667
1988,4,Sahel,16.400000000000002
1988,5,Coastal,299.90000000000003
1988,5,Guinea Savanna,108.60000000000001
1988,5,Sahel,15.700000000000001
1988,6,Coastal,371.8666666666666
1988,6,Guinea Savanna,260.9
1988,6,Sahel,81.23333333333333
1988,7,Coastal,293.1333333333333
1988,7,Guinea Savanna,235.66666666666666
1988,7,Sahel,129.33333333333334
1988,8,Coastal,213.4333333333333
1988,8,Guinea Savanna,332.1333333333334
1988,8,Sahel,239.16666666666666
1988,9,Coastal,339.8
1988,9,Guinea Savanna,284.6333333333334
1988,9,Sahel,153.1
1988,10,Coastal,359.26666666666665
1988,10,Guinea Savanna,44.93333333333334
1988,10,Sahel,10.700000000000001
1988,11,Coastal,167.16666666666666
1988,11,Guinea Savanna,3.733333333333333
1988,11,Sahel,0.0
1988,12,Coastal,109.23333333333333
1988,12,Guinea Savanna,4.233333333333333
1988,12,Sahel,0.0
1989,1,Coastal,1.4000000000000001
1989,1,Guinea Savanna,0.0
1989,1,Sahel,0.0
1989,2,Coastal,14.633333333333335
1989,2,Guinea Savanna,0.0
1989,2,Sahel,0.0
1989,3,Coastal,159.20000000000002
1989,3,Guinea Savanna,22.5
1989,3,Sahel,0.0
1989,4,Coastal,210.0666666666667
1989,4,Guinea Savanna,39.333333333333336
1989,4,Sahel,5.533333333333332
1989,5,Coastal,281.76666666666665
1989,5,Guinea Savanna,172.83333333333334
1989,5,Sahel,15.4
1989,6,Coastal,392.7
1989,6,Guinea Savanna,202.9666666666667
1989,6,Sahel,56.03333333333333
1989,7,Coastal,337.9666666666667
1989,7,Guinea Savanna,261.3
1989,7,Sahel,105.40000000000002
1989,8,Coastal,315.1666666666667
1989,8,Guinea Savanna,275.26666666666665
1989,8,Sahel,238.29999999999998
1989,9,Coastal,273.6666666666667
1989,9,Guinea Savanna,205.79999999999998
1989,9,Sahel,67.16666666666667
1989,10,Coastal,290.09999999999997
1989,10,Guinea Savanna,129.26666666666668
1989,10,Sahel,17.76666666666667
1989,11,Coastal,108.36666666666667
1989,11,Guinea Savanna,0.5333333333333333
1989,11,Sahel,0.0
1989,12,Coastal,72.63333333333333
1989,12,Guinea Savanna,4.433333333333333
1989,12,Sahel,0.0
1990,1,Coastal,73.60000000000001
1990,1,Guinea Savanna,1.9999999999999998
1990,1,Sahel,0.0
1990,2,Coastal,49.800000000000004
1990,2,Guinea Savanna,5.133333333333334
1990,2,Sahel,0.0
1990,3,Coastal,53.6
1990,3,Guinea Savanna,0.5
1990,3,Sahel,0.0
1990,4,Coastal,254.1
1990,4,Guinea Savanna,64.66666666666667
1990,4,Sahel,2.8000000000000003
1990,5,Coastal,306.1333333333333
1990,5,Guinea Savanna,173.36666666666667
1990,5,Sahel,32.233333333333334
1990,6,Coastal,222.9333333333333
1990,6,Guinea Savanna,170.43333333333334
1990,6,Sahel,41.800000000000004
1990,7,Coastal,411.9333333333334
1990,7,Guinea Savanna,265.8666666666666
1990,7,Sahel,136.66666666666666
1990,8,Coastal,285.6333333333333
1990,8,Guinea Savanna,262.53333333333336
1990,8,Sahel,109.03333333333335
1990,9,Coastal,269.53333333333336
1990,9,Guinea Savanna,229.0666666666667
1990,9,Sahel,62.43333333333334
1990,10,Coastal,257.8333333333333
1990,10,Guinea Savanna,79.89999999999999
1990,10,Sahel,7.066666666666667
1990,11,Coastal,225.36666666666667
1990,11,Guinea Savanna,4.933333333333334
1990,11,Sahel,0.0
1990,12,Coastal,159.86666666666667
1990,12,Guinea Savanna,4.5
1990,12,Sahel,0.06666666666666667
1991,1,Coastal,32.93333333333334
1991,1,Guinea Savanna,0.9333333333333332
1991,1,Sahel,0.0
1991,2,Coastal,112.33333333333333
1991,2,Guinea Savanna,6.666666666666667
1991,2,Sahel,0.13333333333333333
1991,3,Coastal,177.03333333333333
1991,3,Guinea Savanna,30.400000000000002
1991,3,Sahel,1.4333333333333333
1991,4,Coastal,273.8666666666667
1991,4,Guinea Savanna,83.83333333333333
1991,4,Sahel,7.233333333333334
1991,5,Coastal,272.3333333333333
1991,5,Guinea Savanna,240.70000000000002
1991,5,Sahel,148.53333333333333
1991,6,Coastal,252.20000000000002
1991,6,Guinea Savanna,196.9
1991,6,Sahel,56.5
1991,7,Coastal,356.4666666666667
1991,7,Guinea Savanna,262.43333333333334
1991,7,Sahel,111.3
1991,8,Coastal,269.8
1991,8,Guinea Savanna,300.06666666666666
1991,8,Sahel,159.66666666666666
1991,9,Coastal,281.59999999999997
1991,9,Guinea Savanna,176.33333333333334
1991,9,Sahel,37.266666666666666
1991,10,Coastal,292.8333333333333
1991,10,Guinea Savanna,121.3
1991,10,Sahel,27.400000000000002
1991,11,Coastal,169.63333333333333
1991,11,Guinea Savanna,0.9333333333333335
1991,11,Sahel,0.0
1991,12,Coastal,27.133333333333336
1991,12,Guinea Savanna,0.43333333333333335
1991,12,Sahel,0.0
1992,1,Coastal,17.099999999999998
1992,1,Guinea Savanna,1.6666666666666667
1992,1,Sahel,0.0
1992,2,Coastal,16.233333333333334
1992,2,Guinea Savanna,1.7666666666666666
1992,2,Sahel,0.0
1992,3,Coastal,191.66666666666666
1992,3,Guinea Savanna,40.666666666666664
1992,3,Sahel,2.966666666666667
1992,4,Coastal,220.5
1992,4,Guinea Savanna,70.53333333333335
1992,4,Sahel,10.233333333333334
1992,5,Coastal,242.5666666666667
1992,5,Guinea Savanna,185.53333333333333
1992,5,Sahel,57.93333333333334
1992,6,Coastal,333.8333333333333
1992,6,Guinea Savanna,199.4333333333333
1992,6,Sahel,34.86666666666667
1992,7,Coastal,343.4333333333334
1992,7,Guinea Savanna,218.20000000000002
1992,7,Sahel,111.16666666666667
1992,8,Coastal,161.63333333333333
1992,8,Guinea Savanna,232.96666666666667
1992,8,Sahel,268.09999999999997
1992,9,Coastal,320.7
1992,9,Guinea Savanna,290.76666666666665
1992,9,Sahel,68.56666666666666
1992,10,Coastal,312.09999999999997
1992,10,Guinea Savanna,80.93333333333334
1992,10,Sahel,10.3
1992,11,Coastal,155.83333333333334
1992,11,Guinea Savanna,18.366666666666664
1992,11,Sahel,0.3333333333333333
1992,12,Coastal,43.699999999999996
1992,12,Guinea Savanna,0.10000000000000002
1992,12,Sahel,0.0
1993,1,Coastal,25.2
1993,1,Guinea Savanna,0.0
1993,1,Sahel,0.0
1993,2,Coastal,61.333333333333336
1993,2,Guinea Savanna,7.033333333333334
1993,2,Sahel,0.0
1993,3,Coastal,161.79999999999998
1993,3,Guinea Savanna,33.73333333333333
1993,3,Sahel,0.3
1993,4,Coastal,217.16666666666666
1993,4,Guinea Savanna,50.73333333333333
1993,4,Sahel,1.9000000000000001
1993,5,Coastal,229.5
1993,5,Guinea Savanna,128.26666666666665
1993,5,Sahel,20.099999999999998
1993,6,Coastal,323.73333333333335
1993,6,Guinea Savanna,214.03333333333333
1993,6,Sahel,44.800000000000004
1993,7,Coastal,363.1333333333334
1993,7,Guinea Savanna,255.4
1993,7,Sahel,107.89999999999999
1993,8,Coastal,315.0
1993,8,Guinea Savanna,287.40000000000003
1993,8,Sahel,120.13333333333333
1993,9,Coastal,237.63333333333333
1993,9,Guinea Savanna,317.8
1993,9,Sahel,69.7
1993,10,Coastal,273.8666666666666
1993,10,Guinea Savanna,81.13333333333334
1993,10,Sahel,10.833333333333334
1993,11,Coastal,244.19999999999996
1993,11,Guinea Savanna,10.5
1993,11,Sahel,0.0
1993,12,Coastal,76.66666666666667
1993,12,Guinea Savanna,1.8666666666666665
1993,12,Sahel,0.10000000000000002
1994,1,Coastal,98.23333333333333
1994,1,Guinea Savanna,4.833333333333333
1994,1,Sahel,0.0
1994,2,Coastal,47.26666666666667
1994,2,Guinea Savanna,0.2333333333333333
1994,2,Sahel,0.0
1994,3,Coastal,132.20000000000002
1994,3,Guinea Savanna,6.0
1994,3,Sahel,0.0
1994,4,Coastal,211.0666666666667
1994,4,Guinea Savanna,80.73333333333333
1994,4,Sahel,9.6
1994,5,Coastal,273.23333333333335
1994,5,Guinea Savanna,116.90000000000002
1994,5,Sahel,14.833333333333334
1994,6,Coastal,391.8333333333333
1994,6,Guinea Savanna,233.86666666666667
1994,6,Sahel,52.26666666666667
1994,7,Coastal,289.96666666666664
1994,7,Guinea Savanna,252.30000000000004
1994,7,Sahel,123.13333333333334
1994,8,Coastal,223.6
1994,8,Guinea Savanna,325.0
1994,8,Sahel,230.76666666666665
1994,9,Coastal,261.90000000000003
1994,9,Guinea Savanna,296.8333333333333
1994,9,Sahel,142.4
1994,10,Coastal,303.1
1994,10,Guinea Savanna,149.03333333333333
1994,10,Sahel,50.96666666666667
1994,11,Coastal,139.36666666666667
1994,11,Guinea Savanna,4.066666666666667
1994,11,Sahel,0.0
1994,12,Coastal,10.766666666666667
1994,12,Guinea Savanna,0.0
1994,12,Sahel,0.0
1995,1,Coastal,35.53333333333334
1995,1,Guinea Savanna,0.0
1995,1,Sahel,0.0
1995,2,Coastal,92.09999999999998
1995,2,Guinea Savanna,1.8
1995,2,Sahel,0.0
1995,3,Coastal,168.53333333333333
1995,3,Guinea Savanna,18.266666666666666
1995,3,Sahel,0.0
1995,4,Coastal,220.5
1995,4,Guinea Savanna,98.63333333333333
1995,4,Sahel,12.733333333333334
1995,5,Coastal,321.93333333333334
1995,5,Guinea Savanna,127.66666666666667
1995,5,Sahel,10.600000000000001
1995,6,Coastal,347.1000000000001
1995,6,Guinea Savanna,208.5
1995,6,Sahel,36.36666666666667
1995,7,Coastal,409.40000000000003
1995,7,Guinea Savanna,223.83333333333334
1995,7,Sahel,98.76666666666667
1995,8,Coastal,317.2
1995,8,Guinea Savanna,308.2
1995,8,Sahel,172.16666666666666
1995,9,Coastal,328.2
1995,9,Guinea Savanna,276.3666666666666
1995,9,Sahel,121.89999999999999
1995,10,Coastal,285.23333333333335
1995,10,Guinea Savanna,148.0666666666667
1995,10,Sahel,17.7
1995,11,Coastal,112.73333333333335
1995,11,Guinea Savanna,7.266666666666667
1995,11,Sahel,0.0
1995,12,Coastal,53.6
1995,12,Guinea Savanna,2.033333333333333
1995,12,Sahel,0.0
1996,1,Coastal,51.56666666666666
1996,1,Guinea Savanna,0.26666666666666666
1996,1,Sahel,0.0
1996,2,Coastal,99.53333333333335
1996,2,Guinea Savanna,6.166666666666667
1996,2,Sahel,0.0
1996,3,Coastal,221.6
1996,3,Guinea Savanna,13.233333333333333
1996,3,Sahel,0.0
1996,4,Coastal,239.23333333333335
1996,4,Guinea Savanna,32.5
1996,4,Sahel,1.6333333333333335
1996,5,Coastal,291.4666666666667
1996,5,Guinea Savanna,174.4
1996,5,Sahel,40.9
1996,6,Coastal,315.76666666666665
1996,6,Guinea Savanna,240.79999999999998
1996,6,Sahel,67.2
1996,7,Coastal,240.20000000000002
1996,7,Guinea Savanna,226.4
1996,7,Sahel,87.60000000000001
1996,8,Coastal,288.9666666666667
1996,8,Guinea Savanna,284.63333333333327
1996,8,Sahel,136.86666666666667
1996,9,Coastal,271.6333333333333
1996,9,Guinea Savanna,288.46666666666664
1996,9,Sahel,73.7
1996,10,Coastal,331.53333333333336
1996,10,Guinea Savanna,117.43333333333332
1996,10,Sahel,15.299999999999999
1996,11,Coastal,61.93333333333334
1996,11,Guinea Savanna,0.19999999999999998
1996,11,Sahel,0.0
1996,12,Coastal,65.3
1996,12,Guinea Savanna,1.1333333333333333
1996,12,Sahel,0.0
1997,1,Coastal,52.199999999999996
1997,1,Guinea Savanna,3.3666666666666667
1997,1,Sahel,0.0
1997,2,Coastal,10.966666666666669
1997,2,Guinea Savanna,0.06666666666666667
1997,2,Sahel,0.0
1997,3,Coastal,173.53333333333333
1997,3,Guinea Savanna,49.800000000000004
1997,3,Sahel,0.7000000000000001
1997,4,Coastal,253.0666666666667
1997,4,Guinea Savanna,87.93333333333334
1997,4,Sahel,20.366666666666667
1997,5,Coastal,241.36666666666667
1997,5,Guinea Savanna,169.73333333333332
1997,5,Sahel,37.1
1997,6,Coastal,391.7
1997,6,Guinea Savanna,249.20000000000002
1997,6,Sahel,62.06666666666666
1997,7,Coastal,215.9333333333333
1997,7,Guinea Savanna,270.3
1997,7,Sahel,94.73333333333333
1997,8,Coastal,323.0
1997,8,Guinea Savanna,206.9333333333333
1997,8,Sahel,118.33333333333333
1997,9,Coastal,231.39999999999998
1997,9,Guinea Savanna,252.66666666666666
1997,9,Sahel,73.7
1997,10,Coastal,253.16666666666666
1997,10,Guinea Savanna,143.66666666666666
1997,10,Sahel,16.566666666666666
1997,11,Coastal,194.86666666666667
1997,11,Guinea Savanna,15.233333333333334
1997,11,Sahel,0.06666666666666667
1997,12,Coastal,58.96666666666666
1997,12,Guinea Savanna,0.5000000000000001
1997,12,Sahel,0.0
1998,1,Coastal,14.5
1998,1,Guinea Savanna,0.0
1998,1,Sahel,0.0
1998,2,Coastal,36.06666666666667
1998,2,Guinea Savanna,0.26666666666666666
1998,2,Sahel,0.0
1998,3,Coastal,87.96666666666665
1998,3,Guinea Savanna,11.466666666666669
1998,3,Sahel,0.0
1998,4,Coastal,191.9333333333333
1998,4,Guinea Savanna,56.06666666666666
1998,4,Sahel,5.666666666666667
1998,5,Coastal,236.86666666666667
1998,5,Guinea Savanna,143.63333333333333
1998,5,Sahel,15.200000000000001
1998,6,Coastal,298.73333333333335
1998,6,Guinea Savanna,225.5333333333333
1998,6,Sahel,53.300000000000004
1998,7,Coastal,267.5
1998,7,Guinea Savanna,263.96666666666664
1998,7,Sahel,145.23333333333332
1998,8,Coastal,165.16666666666666
1998,8,Guinea Savanna,315.5
1998,8,Sahel,235.43333333333337
1998,9,Coastal,332.2
1998,9,Guinea Savanna,219.0
1998,9,Sahel,118.23333333333335
1998,10,Coastal,329.5
1998,10,Guinea Savanna,140.46666666666667
1998,10,Sahel,19.0
1998,11,Coastal,156.4333333333333
1998,11,Guinea Savanna,0.19999999999999998
1998,11,Sahel,0.06666666666666667
1998,12,Coastal,41.93333333333333
1998,12,Guinea Savanna,0.03333333333333333
1998,12,Sahel,0.0
1999,1,Coastal,102.73333333333333
1999,1,Guinea Savanna,3.6999999999999997
1999,1,Sahel,0.0
1999,2,Coastal,124.0
1999,2,Guinea Savanna,7.866666666666666
1999,2,Sahel,0.0
1999,3,Coastal,171.66666666666666
1999,3,Guinea Savanna,13.866666666666667
1999,3,Sahel,0.0
1999,4,Coastal,229.03333333333333
1999,4,Guinea Savanna,35.43333333333334
1999,4,Sahel,0.9666666666666667
1999,5,Coastal,277.26666666666665
1999,5,Guinea Savanna,166.70000000000002
1999,5,Sahel,11.533333333333333
1999,6,Coastal,318.73333333333335
1999,6,Guinea Savanna,226.83333333333334
1999,6,Sahel,41.73333333333333
1999,7,Coastal,320.73333333333335
1999,7,Guinea Savanna,284.1333333333334
1999,7,Sahel,143.33333333333334
1999,8,Coastal,211.70000000000002
1999,8,Guinea Savanna,233.23333333333335
1999,8,Sahel,254.36666666666667
1999,9,Coastal,365.09999999999997
1999,9,Guinea Savanna,264.59999999999997
1999,9,Sahel,119.5
1999,10,Coastal,356.06666666666666
1999,10,Guinea Savanna,127.7
1999,10,Sahel,14.866666666666667
1999,11,Coastal,166.73333333333335
1999,11,Guinea Savanna,1.6666666666666667
1999,11,Sahel,0.0
1999,12,Coastal,27.666666666666668
1999,12,Guinea Savanna,0.0
1999,12,Sahel,0.0
2000,1,Coastal,38.5
2000,1,Guinea Savanna,0.3666666666666667
2000,1,Sahel,0.0
2000,2,Coastal,19.5
2000,2,Guinea Savanna,0.0
2000,2,Sahel,0.0
2000,3,Coastal,79.23333333333333
2000,3,Guinea Savanna,12.333333333333334
2000,3,Sahel,0.0
2000,4,Coastal,217.5666666666667
2000,4,Guinea Savanna,17.0
2000,4,Sahel,0.39999999999999997
2000,5,Coastal,255.4
2000,5,Guinea Savanna,133.20000000000002
2000,5,Sahel,10.799999999999999
2000,6,Coastal,474.3666666666666
2000,6,Guinea Savanna,281.56666666666666
2000,6,Sahel,39.93333333333333
2000,7,Coastal,226.46666666666667
2000,7,Guinea Savanna,236.43333333333337
2000,7,Sahel,173.80000000000004
2000,8,Coastal,297.6333333333333
2000,8,Guinea Savanna,295.06666666666666
2000,8,Sahel,111.26666666666667
2000,9,Coastal,314.53333333333336
2000,9,Guinea Savanna,270.6333333333334
2000,9,Sahel,76.33333333333333
2000,10,Coastal,246.53333333333333
2000,10,Guinea Savanna,84.66666666666667
2000,10,Sahel,18.76666666666667
2000,11,Coastal,124.46666666666665
2000,11,Guinea Savanna,0.20000000000000004
2000,11,Sahel,0.0
2000,12,Coastal,31.933333333333337
2000,12,Guinea Savanna,0.03333333333333333
2000,12,Sahel,0.0
2001,1,Coastal,21.8
2001,1,Guinea Savanna,0.0
2001,1,Sahel,0.0
2001,2,Coastal,23.066666666666666
2001,2,Guinea Savanna,0.0
2001,2,Sahel,0.0
2001,3,Coastal,168.4
2001,3,Guinea Savanna,5.533333333333334
2001,3,Sahel,0.0
2001,4,Coastal,220.5666666666667
2001,4,Guinea Savanna,74.0
2001,4,Sahel,4.733333333333333
2001,5,Coastal,301.03333333333336
2001,5,Guinea Savanna,83.8
2001,5,Sahel,17.900000000000002
2001,6,Coastal,318.43333333333334
2001,6,Guinea Savanna,204.6
2001,6,Sahel,51.06666666666666
2001,7,Coastal,214.73333333333335
2001,7,Guinea Savanna,199.46666666666667
2001,7,Sahel,171.36666666666665
2001,8,Coastal,175.63333333333333
2001,8,Guinea Savanna,281.59999999999997
2001,8,Sahel,162.23333333333332
2001,9,Coastal,356.6333333333334
2001,9,Guinea Savanna,265.5
2001,9,Sahel,73.8
2001,10,Coastal,244.1
2001,10,Guinea Savanna,43.46666666666667
2001,10,Sahel,1.5333333333333332
2001,11,Coastal,106.46666666666665
2001,11,Guinea Savanna,0.8666666666666667
2001,11,Sahel,0.0
2001,12,Coastal,40.56666666666667
2001,12,Guinea Savanna,0.06666666666666667
2001,12,Sahel,0.0
2002,1,Coastal,11.466666666666669
2002,1,Guinea Savanna,0.13333333333333333
2002,1,Sahel,0.0
2002,2,Coastal,64.89999999999999
2002,2,Guinea Savanna,3.3666666666666667
2002,2,Sahel,0.0
2002,3,Coastal,197.63333333333333
2002,3,Guinea Savanna,23.900000000000002
2002,3,Sahel,0.0
2002,4,Coastal,210.66666666666666
2002,4,Guinea Savanna,73.93333333333334
2002,4,Sahel,0.8666666666666667
2002,5,Coastal,252.1
2002,5,Guinea Savanna,60.333333333333336
2002,5,Sahel,2.3666666666666667
2002,6,Coastal,378.3666666666666
2002,6,Guinea Savanna,251.83333333333334
2002,6,Sahel,22.8
2002,7,Coastal,400.8
2002,7,Guinea Savanna,257.96666666666664
2002,7,Sahel,103.8
2002,8,Coastal,291.2
2002,8,Guinea Savanna,306.40000000000003
2002,8,Sahel,132.06666666666666
2002,9,Coastal,281.23333333333335
2002,9,Guinea Savanna,251.5
2002,9,Sahel,100.7
2002,10,Coastal,312.0
2002,10,Guinea Savanna,125.7
2002,10,Sahel,50.76666666666667
2002,11,Coastal,139.56666666666666
2002,11,Guinea Savanna,7.1000000000000005
2002,11,Sahel,0.23333333333333336
2002,12,Coastal,51.96666666666667
2002,12,Guinea Savanna,0.4000000000000001
2002,12,Sahel,0.0
2003,1,Coastal,78.3
2003,1,Guinea Savanna,1.8333333333333333
2003,1,Sahel,0.0
2003,2,Coastal,78.16666666666667
2003,2,Guinea Savanna,2.033333333333333
2003,2,Sahel,0.0
2003,3,Coastal,116.76666666666667
2003,3,Guinea Savanna,3.7999999999999994
2003,3,Sahel,0.0
2003,4,Coastal,239.46666666666667
2003,4,Guinea Savanna,56.5
2003,4,Sahel,4.866666666666667
2003,5,Coastal,280.6666666666667
2003,5,Guinea Savanna,78.33333333333333
2003,5,Sahel,19.733333333333334
2003,6,Coastal,326.53333333333336
2003,6,Guinea Savanna,240.79999999999998
2003,6,Sahel,70.8
2003,7,Coastal,225.0
2003,7,Guinea Savanna,205.86666666666667
2003,7,Sahel,90.39999999999999
2003,8,Coastal,209.5
2003,8,Guinea Savanna,241.70000000000002
2003,8,Sahel,191.46666666666667
2003,9,Coastal,290.23333333333335
2003,9,Guinea Savanna,216.33333333333334
2003,9,Sahel,93.13333333333333
2003,10,Coastal,251.46666666666667
2003,10,Guinea Savanna,91.93333333333334
2003,10,Sahel,25.599999999999998
2003,11,Coastal,188.26666666666665
2003,11,Guinea Savanna,15.700000000000001
2003,11,Sahel,0.0
2003,12,Coastal,51.93333333333334
2003,12,Guinea Savanna,0.0
2003,12,Sahel,0.0
2004,1,Coastal,47.4
2004,1,Guinea Savanna,4.366666666666667
2004,1,Sahel,0.0
2004,2,Coastal,43.63333333333333
2004,2,Guinea Savanna,0.5333333333333333
2004,2,Sahel,0.0
2004,3,Coastal,90.5
2004,3,Guinea Savanna,6.199999999999999
2004,3,Sahel,0.39999999999999997
2004,4,Coastal,310.93333333333334
2004,4,Guinea Savanna,30.96666666666667
2004,4,Sahel,0.0
2004,5,Coastal,292.06666666666666
2004,5,Guinea Savanna,194.4666666666667
2004,5,Sahel,36.833333333333336
2004,6,Coastal,282.53333333333336
2004,6,Guinea Savanna,204.46666666666667
2004,6,Sahel,33.0
2004,7,Coastal,317.5
2004,7,Guinea Savanna,225.5666666666667
2004,7,Sahel,114.8
2004,8,Coastal,260.3
2004,8,Guinea Savanna,275.09999999999997
2004,8,Sahel,157.16666666666666
2004,9,Coastal,286.8666666666667
2004,9,Guinea Savanna,204.73333333333335
2004,9,Sahel,41.733333333333334
2004,10,Coastal,275.53333333333336
2004,10,Guinea Savanna,87.23333333333333
2004,10,Sahel,2.4333333333333336
2004,11,Coastal,176.86666666666667
2004,11,Guinea Savanna,7.033333333333334
2004,11,Sahel,0.0
2004,12,Coastal,29.400000000000002
2004,12,Guinea Savanna,0.2333333333333333
2004,12,Sahel,0.0
2005,1,Coastal,18.0
2005,1,Guinea Savanna,0.0
2005,1,Sahel,0.0
2005,2,Coastal,71.0
2005,2,Guinea Savanna,5.400000000000001
2005,2,Sahel,0.0
2005,3,Coastal,163.73333333333332
2005,3,Guinea Savanna,12.033333333333331
2005,3,Sahel,0.0
2005,4,Coastal,211.36666666666667
2005,4,Guinea Savanna,39.06666666666667
